seed,generation,best_fitness,mean_fitness
3,87,-131.9533,-132.8415
3,88,-131.9533,-133.0952
3,89,-131.9533,-133.1483
3,90,-131.9504,-132.8854
3,91,-131.9504,-133.0896
3,92,-131.9489,-132.8817
3,93,-131.9489,-132.8086
3,94,-131.9489,-132.8748
3,95,-131.9489,-133.0580
3,96,-131.9489,-133.0078
3,97,-131.9489,-132.9993
3,98,-131.9213,-132.8158
3,99,-131.9213,-133.1215
3,100,-131.9213,-133.3074
3,101,-131.9213,-133.1991
3,102,-131.9213,-133.1876
3,103,-131.9213,-133.1257
3,104,-131.9213,-132.8241
3,105,-131.9213,-133.2229
3,106,-131.9213,-132.8878
3,107,-131.9213,-132.8075
3,108,-131.9213,-133.1210
3,109,-131.9200,-133.1614
3,110,-131.9200,-132.9279
3,111,-131.9200,-133.0906
3,112,-131.9200,-133.2815
3,113,-131.9200,-132.9880
3,114,-131.9200,-133.1249
3,115,-131.9200,-132.7195
3,116,-131.9200,-133.3025
3,117,-131.9200,-133.4344
3,118,-131.9200,-133.6088
3,119,-131.9200,-132.9785
3,120,-131.9200,-132.8836
3,121,-131.9200,-132.9085
3,122,-131.9200,-132.9238
3,123,-131.9200,-132.7854
3,124,-131.9200,-132.9975
3,125,-131.9200,-133.0127
3,126,-131.9200,-133.0557
3,127,-131.9200,-133.2505
3,128,-131.9200,-133.1577
3,129,-131.9200,-132.8788
3,130,-131.9200,-132.4182
3,131,-131.9200,-133.0509
3,132,-131.9173,-132.9924
3,133,-131.9173,-132.9115
3,134,-131.9173,-133.2361
3,135,-131.9173,-132.7701
3,136,-131.9173,-132.7259
3,137,-131.9173,-133.0614
3,138,-131.9173,-133.0190
3,139,-131.9173,-133.1553
3,140,-131.9173,-133.4329
3,141,-131.9173,-133.4218
3,142,-131.9173,-132.9456
3,143,-131.9173,-133.1935
3,144,-131.9173,-133.0724
3,145,-131.9173,-133.1660
3,146,-131.9173,-132.9447
3,147,-131.9173,-133.3253
3,148,-131.9173,-132.9071
3,149,-131.9173,-133.5850
3,150,-131.9173,-132.9093
3,151,-131.8832,-132.9386
3,152,-131.8832,-132.6058
3,153,-131.8832,-132.7582
3,154,-131.8832,-132.9539
3,155,-131.8832,-132.8243
3,156,-131.8832,-132.9993
3,157,-131.8832,-133.0798
3,158,-131.8832,-132.6752
3,159,-131.8832,-133.2494
3,160,-131.8832,-133.1065
3,161,-131.8832,-133.5176
3,162,-131.8832,-133.2699
3,163,-131.8832,-133.2111
3,164,-131.8832,-132.7092
3,165,-131.8832,-132.9054
3,166,-131.8832,-133.3413
3,167,-131.8832,-133.0072
3,168,-131.8832,-133.2643
3,169,-131.8832,-132.8454
3,170,-131.8832,-133.2228
3,171,-131.8832,-133.2871
3,172,-131.8832,-132.9996
3,173,-131.8832,-132.8747
3,174,-131.8832,-133.0866
3,175,-131.8832,-133.3959
3,176,-131.8832,-132.9909
3,177,-131.8832,-132.4994
3,178,-131.8832,-132.5819
3,179,-131.8832,-133.0158
3,180,-131.8832,-132.8173
3,181,-131.8832,-132.9178
3,182,-131.8832,-132.8195
3,183,-131.8832,-133.0970
3,184,-131.8832,-133.2045
3,185,-131.8832,-132.8342
3,186,-131.8832,-133.1324
3,187,-131.8832,-132.9733
3,188,-131.8832,-132.5909
3,189,-131.8832,-132.8273
3,190,-131.8832,-132.8507
3,191,-131.8832,-132.8254
3,192,-131.8832,-132.9183
3,193,-131.8832,-133.0393
3,194,-131.8832,-132.9626
3,195,-131.8832,-133.1849
3,196,-131.8832,-132.8190
3,197,-131.8832,-132.8557
3,198,-131.8832,-132.7781
3,199,-131.8832,-133.0154
3,200,-131.8832,-132.9703
3,201,-131.8832,-132.7217
3,202,-131.8832,-133.2533
3,203,-131.8832,-133.0596
3,204,-131.8832,-133.0033
3,205,-131.8832,-133.1160
3,206,-131.8832,-132.9054
3,207,-131.8832,-132.9752
